tconst,startYear,genre,averageRating,numVotes
tt9232968,2020,Mystery,5.0,36
tt9233172,2018,Documentary,7.6,47
tt9233428,2021,Comedy,6.6,668
tt9233612,2019,Drama,7.0,1086
tt9233820,2019,Drama,4.2,64
tt9233860,2018,Horror,2.7,101
tt9233940,2018,Crime,4.8,5
tt9235564,2020,Crime,6.4,69
tt9235982,2018,Drama,6.2,71
tt9237424,1996,Horror,4.4,13
tt9237806,2017,Documentary,7.0,7
tt9238352,2018,History,5.9,77
tt9238590,2018,Music,6.7,159
tt9238786,2019,Documentary,7.8,44
tt9239422,2019,Animation,4.9,344
tt9239552,2019,Animation,7.8,6632
tt9239882,2019,Thriller,5.6,2400
tt9241688,2018,Drama,5.5,68
tt9242928,2018,Horror,7.2,9
tt9243028,2019,Crime,7.5,15
tt9243946,2019,Crime,7.3,327428
tt9244322,2018,Thriller,6.4,63
tt9244502,2018,Thriller,6.9,26
tt9244554,2021,Crime,5.8,13912
tt9244724,2022,Documentary,6.6,55
tt9246830,2019,Crime,5.9,54
tt9248000,2021,Drama,5.3,112
tt9248032,2018,Family,5.3,753
tt9248110,2020,Drama,5.3,3117
tt9248384,2021,Mystery,2.5,123
tt9248458,2018,Romance,7.8,20
tt9248610,2023,Drama,5.9,18
tt9248740,2018,Drama,5.9,280
tt9248762,2018,Thriller,5.7,29
tt9248866,2018,Comedy,8.9,14
tt9248912,2019,Biography,6.8,208
tt9248940,2019,Comedy,7.0,18249
tt9248966,2018,Comedy,7.6,20
tt9249068,2018,Documentary,7.5,16
tt9249092,2023,Comedy,7.9,31
tt9249158,2018,Comedy,4.7,174
tt9249222,2018,Drama,7.5,15
tt9249432,2019,Romance,3.5,775
tt9252508,2019,Family,5.2,29024
tt9252836,2018,Documentary,6.1,12
tt9253606,2020,Documentary,7.1,97
tt9253740,2022,Drama,5.8,192
tt9253760,2018,Horror,6.4,51
tt9256418,2019,Documentary,7.3,97
tt9257484,2019,Drama,4.7,9910
tt9257906,2021,Mystery,3.3,714
tt9258012,2019,Drama,5.9,93
tt9260142,2020,Documentary,6.2,5
tt9261042,2020,Action,4.4,445
tt9261052,2020,Crime,4.6,154
tt9261218,2020,Drama,6.4,7338
tt9261624,2018,Comedy,2.8,153
tt9261828,2020,Thriller,5.1,289
tt9261840,2019,Comedy,5.2,985
tt9263550,2022,Biography,8.6,61255
tt9263762,2020,Drama,5.3,257
tt9264112,2018,Documentary,4.2,13
tt9264336,2019,Action,7.2,4613
tt9264928,2018,Thriller,5.0,12
tt9265022,2018,Documentary,6.7,70
tt9265050,2021,Drama,5.0,146
tt9265520,2021,Romance,6.3,54
tt9265536,2018,Adventure,8.3,44
tt9265856,2019,Drama,4.9,534
tt9266078,2018,Animation,7.1,114
tt9266608,2018,Drama,5.9,1239
tt9267624,2018,Documentary,8.1,33
tt9267906,2018,Documentary,4.0,9
tt9269662,2019,Comedy,5.7,130
tt9269988,2020,Crime,5.0,632
tt9270422,2020,Documentary,7.0,40
tt9271358,2019,Action,6.7,51
tt9271672,2022,Mystery,5.4,20627
tt9271850,2024,Horror,4.7,3276
tt9272198,2019,Mystery,4.4,1262
tt9272454,2009,War,8.0,6
tt9272572,2019,Drama,6.1,2091
tt9272824,2020,Drama,6.2,71
tt9275046,2019,Drama,6.3,661
tt9275320,2019,Action,7.6,8
tt9232968,2020,Adventure,5.0,36
tt9242928,2018,Comedy,7.2,9
tt9243028,2019,Drama,7.5,15
tt9252508,2019,Drama,5.2,29024
tt9263550,2022,Drama,8.6,61255
tt9264336,2019,Comedy,7.2,4613
tt9269988,2020,Comedy,5.0,632
tt9272198,2019,Drama,4.4,1262
tt9272454,2009,Documentary,8.0,6
tt9275320,2019,Drama,7.6,8
tt9275810,2019,Drama,7.5,15
tt9275848,2021,Horror,5.0,39
tt9278070,2013,Family,5.6,18
tt9278074,2018,Horror,3.2,331
tt9278264,2018,Family,7.1,103
tt9279582,2018,Romance,6.7,137
tt9279666,2018,Comedy,7.1,328
tt9279980,2019,Documentary,8.5,8
tt9280556,2022,Documentary,8.9,76
tt9280666,2019,Drama,6.6,108
tt9282360,2018,Drama,5.6,57
tt9282754,2018,Horror,4.6,49
tt9283920,2020,Comedy,6.0,1145
tt9284430,2019,Comedy,6.7,2627
tt9285338,2021,Horror,2.9,219
tt9286908,2020,Thriller,6.5,2891
tt9287256,2020,Comedy,6.5,17
tt9288026,2018,Drama,8.8,8
tt9288692,2021,Comedy,6.0,28323
tt9288740,2023,Horror,3.9,1902
tt9288748,2022,Animation,6.5,3978
tt9289000,2021,Crime,7.1,26
tt9289116,2019,Comedy,4.3,366
tt9293752,2017,Romance,6.0,25
tt9294290,2018,Documentary,8.5,17
tt9294882,2018,Documentary,5.2,8
tt9294980,2019,Biography,6.5,13
tt9296214,2018,Drama,7.1,48
tt9296494,2018,Documentary,6.4,8
tt9296590,2021,Action,4.1,1521
tt9296782,2019,Family,6.1,130
tt9297754,2018,Horror,4.9,388
tt9298074,2018,Documentary,7.5,22
tt9298538,2018,Documentary,6.8,13
tt9298548,2018,Documentary,7.2,66
tt9298612,2019,Documentary,7.2,101
tt9298624,2019,Musical,7.3,7
tt9299590,2019,Drama,6.9,173
tt9300578,2020,Documentary,8.0,60
tt9301428,2019,Horror,4.6,1031
tt9301884,2018,Adventure,1.9,324
tt9303734,2018,Drama,7.3,51
tt9308382,2020,Romance,6.4,14341
tt9310544,2019,Family,6.7,162
tt9310604,2019,Documentary,7.0,59
tt9311308,2018,Horror,7.5,77
tt9311532,2021,Drama,5.7,170
tt9311578,2019,Documentary,6.6,9
tt9313004,2023,Family,7.8,66
tt9313040,2019,Documentary,7.7,131
tt9313424,2019,Comedy,6.1,825
tt9313910,2020,Drama,5.0,7
tt9314340,2022,History,5.7,67
tt9314866,2015,Drama,5.6,10
tt9314984,2021,Mystery,5.5,6294
tt9315574,2018,Drama,9.1,14
tt9315626,2018,Drama,7.7,34
tt9315904,2020,Thriller,6.2,504
tt9316574,2019,Family,5.9,563
tt9318706,2018,Sci-Fi,2.6,25
tt9318772,2020,Drama,6.1,3729
tt9319824,2019,Comedy,8.2,9
tt9319826,2022,Sport,7.2,5998
tt9319840,2019,Drama,5.0,497
tt9319874,2021,Adventure,7.5,4369
tt9319882,2022,Mystery,5.8,385
tt9319960,2018,Comedy,6.1,345
tt9320140,2021,Romance,6.8,4841
tt9320170,2023,Drama,5.5,727
tt9320184,2022,Animation,7.0,1113
tt9320302,2018,Documentary,6.7,52
tt9322476,2022,Comedy,4.8,62
tt9323034,2017,Comedy,3.5,123
tt9323784,2019,Drama,8.3,28
tt9324808,2020,Comedy,6.2,371
tt9325680,2023,Mystery,7.7,899
tt9326056,2019,Crime,7.3,851
tt9327264,2018,Drama,6.2,20
tt9327304,2018,Comedy,8.4,37
tt9327540,2020,Drama,7.6,10
tt9327784,2018,History,6.8,19
tt9328132,2018,Documentary,6.9,123
tt9328476,2020,Documentary,7.6,41
tt9279666,2018,Drama,7.1,328
tt9289000,2021,Drama,7.1,26
tt9310544,2019,Adventure,6.7,162
tt9318706,2018,Horror,2.6,25
tt9319882,2022,Drama,5.8,385
tt9322476,2022,Drama,4.8,62
tt9330112,2009,Mystery,6.5,130
tt9330332,2019,Thriller,6.5,62
tt9331550,2019,Romance,3.3,220
tt9331556,2021,Drama,5.7,18
tt9332398,2020,Adventure,8.4,11
tt9332868,2006,Documentary,7.2,26
tt9335210,2020,Drama,5.7,25
tt9336032,2022,Fantasy,4.0,410
tt9336816,2018,Comedy,4.4,228
tt9337248,2018,Drama,5.8,114
tt9337518,2020,Drama,6.7,167
tt9337574,2021,Documentary,6.2,244
tt9337620,2018,Documentary,6.8,23
tt9338028,2019,Thriller,7.1,230
tt9339850,2022,Crime,5.6,692
tt9339958,2018,Drama,7.6,710
tt9340704,2019,Documentary,3.0,21
tt9340916,2021,Mystery,5.5,3670
tt9341040,2019,Drama,5.7,10
tt9341628,2018,Action,2.8,902
tt9342356,2022,Romance,5.8,129
tt9342370,2018,Documentary,6.4,17
tt9343086,2018,Drama,6.3,176
tt9343380,2018,Comedy,5.1,9
tt9343754,2019,Drama,7.2,1874
tt9343826,2018,Drama,7.5,1134
tt9345114,2008,Biography,9.0,15
tt9346948,2019,Documentary,5.8,265
tt9347584,2018,Documentary,7.5,31
tt9347654,2022,Adventure,4.9,12
tt9347730,2021,Horror,5.9,81562
tt9347732,2022,Mystery,5.1,143
tt9347750,2020,Action,4.1,1495
tt9348206,2013,Documentary,7.2,8
tt9348296,2019,Fantasy,7.3,3421
tt9348546,2019,Drama,6.8,259
tt9348848,2020,Drama,6.4,1032
tt9349050,2018,Drama,6.5,168
tt9350616,2018,Drama,3.4,6
tt9350908,2022,Music,7.2,16
tt9351112,2019,Thriller,6.7,236
tt9351598,2019,Drama,5.5,684
tt9351746,2019,Biography,8.1,1902
tt9351788,2021,Documentary,7.7,69
tt9351856,2023,Romance,5.5,1216
tt9351980,2019,Documentary,7.4,24814
tt9352128,2019,Biography,5.5,57
tt9352356,2021,Thriller,4.8,5270
tt9352926,2019,Drama,5.7,1655
tt9353436,2019,Biography,7.4,1052
tt9353586,2019,Biography,7.7,1168
tt9354450,2017,Drama,6.8,141
tt9354674,2019,Comedy,5.7,838
tt9355200,2019,Fantasy,5.8,3001
tt9356952,2019,Comedy,6.4,8189
tt9357404,2018,Drama,5.2,65
tt9357860,2024,Drama,6.5,85
tt9358120,2019,Music,6.8,990
tt9358246,2019,Biography,7.2,404
tt9358398,2019,Adventure,4.3,79
tt9359244,2005,Drama,8.5,8
tt9359348,2019,History,6.8,110
tt9359586,2017,Documentary,6.6,5
tt9362492,2023,Sci-Fi,6.1,3293
tt9362722,2023,Action,8.5,486557
tt9363208,2018,Thriller,6.6,1640
tt9363502,2021,Drama,5.1,385
tt9363990,2019,Drama,6.0,48
tt9364406,2019,Adventure,5.8,543
tt9364738,2016,Fantasy,3.2,5
tt9365800,2022,Fantasy,3.3,2462
tt9366176,2016,Drama,5.4,116
tt9367530,2015,Mystery,8.3,9
tt9367742,2021,Drama,6.3,284
tt9367850,2020,Drama,7.2,7
tt9368552,2019,Comedy,7.0,7
tt9369276,2005,Adventure,5.9,8
tt9369620,2018,Drama,7.1,1236
tt9371362,2020,Mystery,3.8,273
tt9371780,2018,Documentary,7.4,73
tt9372172,2020,Comedy,5.1,1005
tt9372180,2015,Drama,3.8,37
tt9372388,2020,Thriller,4.1,140
tt9372746,2018,Drama,4.7,142
tt9372986,2019,Family,4.9,24
tt9373688,2021,Thriller,4.8,6800
tt9373782,2019,Romance,5.9,447
tt9373916,2019,Documentary,7.8,19
tt9374082,2019,Sport,5.9,18
tt9376172,2019,Drama,5.9,996
tt9376612,2021,Action,7.3,476215
tt9377260,2019,Documentary,7.1,228
tt9378134,2019,Comedy,6.1,58
tt9378272,2018,Horror,4.6,6
tt9378360,2019,Horror,3.7,162
tt9378416,2022,Mystery,5.7,1529
tt9330332,2019,Drama,6.5,62
tt9332398,2020,Drama,8.4,11
tt9336032,2022,Thriller,4.0,410
tt9341628,2018,Drama,2.8,902
tt9358246,2019,Documentary,7.2,404
tt9367530,2015,Drama,8.3,9
tt9371362,2020,Horror,3.8,273
tt9378360,2019,Drama,3.7,162
tt9436648,2019,Thriller,7.8,13
tt9437052,2018,Comedy,5.7,31
tt9438414,2015,Fantasy,6.7,42
tt9439344,2021,Comedy,3.7,104
tt9440248,2018,Drama,7.3,74
tt9440520,2012,Crime,6.3,7
tt9441050,2018,Documentary,5.6,17
tt9441390,2020,Documentary,8.4,6
tt9441394,2019,Documentary,7.0,43
tt9441638,2020,Thriller,5.1,7164
tt9442842,2019,History,8.0,4109
tt9445054,2018,Documentary,8.1,526
tt9446888,2019,Romance,7.4,14
tt9446952,2016,Romance,7.8,13
tt9447562,2018,Drama,7.6,6
tt9447594,2019,Sci-Fi,5.1,85
tt9447662,2018,Thriller,8.6,65
tt9448016,2018,Documentary,8.2,15
tt9448946,2021,Comedy,3.8,151
tt9449412,2019,Documentary,9.2,7
tt9450450,2017,Documentary,8.0,7
tt9450504,2018,Documentary,7.8,16
tt9450542,2019,Comedy,3.2,534
tt9451096,2019,Drama,7.0,816
tt9451352,2022,Crime,4.4,115
tt9452878,2011,Comedy,6.0,60
tt9454068,2019,Documentary,8.3,70
tt9454070,2019,Comedy,6.3,236
tt9454176,2019,Romance,6.9,11
tt9454720,2014,Crime,4.8,15
tt9454778,2019,Comedy,5.4,1154
tt9459610,2019,Drama,6.1,244
tt9460430,2018,Thriller,4.8,330
tt9460472,2018,Drama,6.1,17
tt9460580,2018,Drama,6.0,224
tt9461016,2019,Drama,5.8,55
tt9461104,2019,Horror,3.6,337
tt9461492,2018,Drama,6.6,6
tt9463434,2020,Crime,6.2,246
tt9464654,2018,War,8.6,22
tt9464996,2021,Thriller,6.2,16
tt9465096,2017,Drama,7.2,22
tt9465812,2018,Horror,5.4,11
tt9466100,2016,Comedy,7.7,9
tt9466574,2016,Drama,5.4,6
tt9466814,2022,Action,6.0,10026
tt9467386,2020,Drama,5.7,1062
tt9470144,2019,Drama,7.6,8
tt9471128,2018,Musical,7.6,45
tt9471424,2020,Horror,3.5,50
tt9471678,2024,Adventure,6.9,7058
tt9471782,2020,History,7.3,92
tt9471930,2020,Drama,6.3,544
tt9474340,2020,Action,6.7,56
tt9474614,2020,War,7.8,19
tt9476068,2019,Drama,6.1,111
tt9476430,2021,Horror,4.4,486
tt9477056,2011,Horror,6.2,7
tt9477066,2019,War,5.0,205
tt9477132,2018,Horror,4.9,253
tt9477338,2018,Action,5.8,69
tt9477520,2019,Drama,8.4,36518
tt9479138,2019,Documentary,7.2,842
tt9480146,2019,Drama,6.1,102
tt9482036,2018,Comedy,7.0,9
tt9486184,2020,Comedy,3.2,165
tt9487586,2019,Biography,5.2,9
tt9490012,2020,Comedy,5.6,16
tt9491768,2017,Action,8.0,23
tt9493232,2021,Documentary,7.8,6
tt9493708,2019,Action,5.7,468
tt9471424,2020,Comedy,3.5,50
tt9471782,2020,Drama,7.3,92
tt9491768,2017,Comedy,8.0,23
tt9495122,2019,Drama,5.8,286
tt9495224,2018,Drama,7.1,142150
tt9496844,2018,Family,3.9,21
tt9497120,2018,Horror,4.6,53
tt9497760,2021,Thriller,6.5,15
tt9500006,2018,Documentary,8.6,7
tt9500346,2021,Horror,4.6,824
tt9500372,2019,History,8.2,15208
tt9500822,2020,Documentary,7.6,56
tt9501208,2011,History,4.2,11
tt9501678,2020,Drama,5.2,26
tt9501772,1999,Comedy,6.6,36
tt9501950,2019,Crime,5.4,25
tt9503774,2018,Drama,5.9,50
tt9511256,2019,Crime,6.6,183
tt9515150,2022,Drama,5.9,9
tt9515298,2020,Horror,3.3,590
tt9515732,2020,Fantasy,2.7,346
tt9515914,2018,Action,3.6,24
tt9517188,2018,Animation,5.0,218
tt9520140,2019,Drama,6.3,3388
tt9523206,2019,Drama,4.9,211
tt9525214,2020,Documentary,5.8,50
tt9525352,2018,Fantasy,2.6,11
tt9526134,2018,Romance,6.4,15
tt9526152,2019,Adventure,6.8,1878
tt9526760,2019,Family,7.4,10
tt9526822,2019,Drama,6.4,645
tt9526826,2019,Comedy,8.0,7414
tt9528890,2014,Comedy,7.2,89
tt9529302,2017,Comedy,1.9,68
tt9529640,2019,Comedy,6.8,886
tt9529780,2018,Drama,6.4,8
tt9531080,2017,Sci-Fi,6.3,75
tt9531138,2019,Family,6.9,150
tt9533840,2019,Fantasy,6.0,26
tt9534108,2018,Documentary,6.9,26
tt9534808,2019,Thriller,3.5,2692
tt9535480,2020,Documentary,7.0,72
tt9537064,2019,Drama,6.2,125
tt9537292,2020,Comedy,7.3,26004
tt9538188,2020,Crime,3.2,196
tt9540232,2019,Horror,2.7,244
tt9543488,2019,Comedy,6.5,942
tt9546054,2019,Romance,6.0,20
tt9546772,2020,Drama,8.4,52
tt9546954,2018,Sport,7.8,113
tt9551928,2019,Fantasy,5.1,43
tt9551936,2019,Horror,3.4,474
tt9552208,2019,Animation,6.8,145
tt9552258,2019,Crime,6.7,1578
tt9553008,2015,Mystery,3.2,49
tt9554316,2019,Thriller,5.8,439
tt9554692,2019,Drama,6.3,488
tt9554862,2021,Drama,6.3,136
tt9555800,2018,Documentary,7.7,211
tt9557810,2015,Adventure,5.8,35
tt9557820,2018,Drama,6.8,8
tt9557854,2020,Comedy,5.0,126
tt9558468,2019,Sci-Fi,5.4,3148
tt9558602,2019,Comedy,6.3,146
tt9560092,2019,Crime,5.8,33
tt9561782,2019,Action,5.4,43
tt9562296,2020,Comedy,4.8,163
tt9500372,2019,Drama,8.2,15208
tt9511256,2019,Drama,6.6,183
tt9515914,2018,Comedy,3.6,24
tt9526134,2018,Comedy,6.4,15
tt9533840,2019,Mystery,6.0,26
tt9538188,2020,Horror,3.2,196
tt9553008,2015,Horror,3.2,49
tt9558468,2019,Action,5.4,3148
tt9562782,2023,Documentary,7.6,86
tt9564270,2020,Drama,6.4,2982
tt9566084,2020,Drama,6.0,25
tt9567112,2019,Biography,7.0,636
tt9567458,2024,Mystery,4.5,1377
tt9567472,2020,Thriller,5.7,25
tt9567718,2019,Documentary,7.2,998
tt9567902,2020,Fantasy,7.5,14
tt9568168,2019,Comedy,6.1,373
tt9568318,2022,Sci-Fi,4.5,453
tt9568718,2023,Crime,9.3,7
tt9569480,2021,Documentary,8.1,26
tt9569544,2010,Comedy,6.0,10
tt9569610,2021,Comedy,7.3,9857
tt9571756,2021,Sci-Fi,2.6,280
tt9572006,2021,Animation,4.9,580
tt9572172,2019,Documentary,8.1,91
tt9573004,2019,Comedy,3.8,6
tt9573150,2023,War,6.6,1001
tt9574324,2019,Comedy,7.5,48
tt9575160,2019,Drama,5.5,624
tt9575726,2019,Romance,7.2,572
tt9577520,2018,Documentary,8.5,62
tt9579634,2019,Drama,6.7,14
tt9581172,2019,Drama,6.6,792
tt9581518,2019,Biography,6.3,144
tt9582202,2019,Documentary,7.0,17
tt9583840,2022,Drama,6.5,50
tt9584830,2019,Action,4.4,8
tt9586350,2020,Sci-Fi,4.6,39
tt9588024,2019,Thriller,3.9,45
tt9589008,2023,Documentary,9.2,25
tt9590954,2019,Drama,5.8,133
tt9591710,2017,Action,7.0,7
tt9592496,2021,Action,3.6,10511
tt9592522,2021,Fantasy,3.4,119
tt9594140,2019,Comedy,8.5,10
tt9595506,2019,Drama,5.1,384
tt9596638,2019,Crime,5.8,323
tt9596658,2020,Action,3.4,19
tt9596692,2025,War,4.2,14
tt9597404,2019,Drama,7.6,27
tt9597728,2019,Documentary,5.5,7
tt9598172,2019,Action,5.5,1521
tt9598270,2018,Action,6.9,679
tt9598492,2021,Documentary,7.6,675
tt9598594,2019,Horror,4.9,1434
tt9598824,2019,Documentary,5.8,96
tt9598834,2020,Thriller,5.0,276
tt9600550,2019,History,7.1,23
tt9600964,2019,Adventure,6.6,12
tt9602472,2022,Horror,6.1,9301
tt9602804,2019,Drama,7.7,1016
tt9603212,2023,Action,7.6,314740
tt9603330,2019,Comedy,2.2,9
tt9603904,2018,Adventure,7.8,42
tt9605894,2020,Mystery,4.2,7364
tt9606374,2020,Drama,6.4,39030
tt9606532,2014,Documentary,6.0,9
tt9608818,2019,Drama,7.3,17305
tt9609886,2018,Comedy,6.7,37
tt9610262,2019,Drama,8.7,1831
tt9612136,2020,Mystery,5.1,541
tt9612164,2019,Drama,6.5,72
tt9614064,2020,Drama,4.1,20
tt9614416,2019,Crime,6.7,195
tt9614434,2025,Documentary,8.7,30
tt9614460,2020,Biography,5.4,28043
tt9614596,2020,Drama,6.6,72
tt9614772,2019,Drama,6.0,200
tt9614868,2019,Drama,8.4,48
tt9614950,2019,Drama,6.4,162
tt9614972,2019,Romance,7.6,27
tt9614988,2019,Drama,7.9,2135
tt9615020,2019,Comedy,6.4,1275
tt9615024,2020,Crime,6.0,78
tt9615112,2018,Documentary,7.8,6
tt9567458,2024,Thriller,4.5,1377
tt9568318,2022,Crime,4.5,453
tt9568718,2023,Thriller,9.3,7
tt9592522,2021,Mystery,3.4,119
tt9596692,2025,Romance,4.2,14
tt9598172,2019,Drama,5.5,1521
tt9598834,2020,Drama,5.0,276
tt9603212,2023,Thriller,7.6,314740
tt9603904,2018,Documentary,7.8,42
tt9612136,2020,Thriller,5.1,541
tt9616558,2009,Romance,5.6,5
tt9617504,2019,Documentary,6.9,191
tt9617560,2019,Comedy,5.0,364
tt9617772,2019,Documentary,7.3,221
tt9617802,2019,Documentary,7.1,72
tt9618458,2022,Drama,5.2,209
tt9618836,2019,Drama,6.4,118
tt9619150,2019,Drama,7.1,326
tt9619908,2020,Documentary,6.1,64
tt9620056,2019,Family,6.4,127
tt9620288,2021,Biography,7.5,149960
tt9620292,2020,Drama,7.5,230993
tt9621286,2019,Horror,5.2,78
tt9624084,2015,Documentary,5.8,9
tt9624686,2019,Comedy,6.8,550
tt9624760,2018,Drama,4.4,11
tt9624900,2020,Documentary,6.9,106
tt9625298,2019,Comedy,7.3,61
tt9625672,2022,Mystery,5.4,81
tt9625800,2024,Documentary,6.0,56
tt9626764,2019,Crime,4.3,719
tt9626774,2019,Drama,4.1,194
tt9627016,2018,Documentary,8.0,29
tt9627094,2018,Documentary,6.4,12
tt9628630,2022,Drama,4.2,257
tt9629114,2021,Crime,6.2,290
tt9629946,2023,Drama,4.1,118
tt9630826,2023,Documentary,8.7,10
tt9634036,2020,Biography,7.1,766
tt9634958,2020,Horror,6.5,19
tt9635266,2019,Documentary,6.9,29
tt9635540,2020,Crime,5.9,8219
tt9635616,2019,Adventure,5.5,1663
tt9636294,2019,Horror,4.5,17
tt9637132,2022,History,5.5,53868
tt9638052,2019,Music,9.2,7
tt9638532,2019,Documentary,6.8,17
tt9639470,2021,Mystery,7.0,195282
tt9640670,2016,Drama,7.4,21
tt9640694,2018,Drama,5.3,9
tt9641092,2018,Drama,3.7,156
tt9642630,2020,Family,7.9,224
tt9642686,2019,Drama,5.0,11
tt9642950,2019,Drama,5.7,665
tt9643082,2016,Documentary,7.1,15
tt9643092,2018,Drama,5.1,192
tt9643228,2020,Romance,5.7,1329
tt9643286,2019,War,7.7,43
tt9643920,2018,Biography,5.4,24
tt9645472,2019,Biography,2.8,43
tt9646240,2019,Fantasy,5.8,2783
tt9646844,2020,Sport,4.9,66
tt9647732,2019,Documentary,6.5,71
tt9647768,2019,Drama,6.7,8462
tt9647776,2019,Romance,6.5,229
tt9647880,2021,Thriller,3.6,207
tt9648372,2019,Adventure,5.5,240
tt9648584,2019,Documentary,6.5,183
tt9648598,2021,Drama,5.6,8
tt9648886,2019,Drama,6.3,4242
tt9649372,2018,Documentary,6.4,7
tt9652222,2018,Documentary,6.9,11
tt9652990,2019,Mystery,6.4,26
tt9653814,2020,Documentary,9.0,38
tt9654108,2020,Mystery,5.4,4434
tt9654806,2019,Comedy,6.1,22
tt9657530,2018,Animation,7.3,16
tt9657546,2020,Mystery,4.3,311
tt9657904,2019,Family,6.9,586
tt9657950,2019,Music,5.9,9
tt9658966,2019,Romance,6.1,13
tt9659470,2019,Thriller,2.1,886
tt9660390,2013,Family,7.1,10
tt9662282,2019,Sport,7.4,9
tt9663098,2022,Comedy,7.8,10
tt9663168,2022,Sci-Fi,4.6,4929
tt9663896,2023,Thriller,6.1,8066
tt9664108,2021,Sci-Fi,5.5,29395
tt9664198,2018,Drama,6.0,67
tt9664420,2019,Drama,8.1,12
tt9664514,2019,Drama,3.5,90
tt9664732,2020,Thriller,6.1,1767
tt9665968,2020,Drama,6.6,952
tt9616558,2009,Drama,5.6,5
tt9617560,2019,Drama,5.0,364
tt9617802,2019,Drama,7.1,72
tt9625672,2022,Drama,5.4,81
tt9643286,2019,History,7.7,43
tt9646240,2019,Comedy,5.8,2783
tt9658966,2019,Comedy,6.1,13
tt9660390,2013,Adventure,7.1,10
tt9664108,2021,Mystery,5.5,29395
tt9668556,2019,Drama,6.0,9
tt9670414,2021,Crime,5.7,834
tt9670480,2019,Crime,6.3,2511
tt9671420,2020,Documentary,6.9,42
tt9671918,2019,Comedy,5.0,353
tt9673218,2019,Sci-Fi,5.6,102
tt9673560,2019,Drama,5.4,35
tt9675282,2018,Drama,4.9,277
tt9676252,2019,Documentary,8.0,8
tt9676940,2019,Comedy,5.4,44
tt9677416,2019,Comedy,3.5,189
tt9678886,2018,Documentary,6.5,23
tt9680064,2019,Action,5.2,524
tt9680080,2019,Romance,2.8,124
tt9680152,2019,Romance,5.8,33
tt9680534,2019,Drama,7.3,8
tt9681728,2019,War,6.3,833
tt9683250,2019,Drama,6.9,499
tt9683542,2019,Family,2.0,269
tt9683802,2018,Comedy,6.9,25
tt9684016,2016,Biography,7.1,91
tt9684758,2018,Horror,7.8,16
tt9684806,2021,Drama,3.5,42
tt9684994,2019,Drama,7.1,27
tt9685652,2019,War,1.2,380
tt9685734,2019,Adult,8.5,12
tt9686008,2022,Documentary,8.9,16
tt9686048,2019,Documentary,8.9,14
tt9686610,2019,Drama,4.1,141
tt9686730,2019,Thriller,5.6,133
tt9686790,2022,Action,5.5,41763
tt9687948,2019,Documentary,8.2,8
tt9688874,2023,Drama,6.0,4507
tt9690762,2019,Romance,5.6,120
tt9690818,2018,Family,7.7,57
tt9691086,2019,Animation,2.3,137
tt9691136,2020,War,5.0,33725
tt9691228,2018,Drama,7.3,19
tt9691290,2024,Comedy,5.9,5178
tt9691352,2019,Crime,7.4,9
tt9692046,2020,Action,8.3,33
tt9693482,2017,Comedy,8.5,21
tt9694270,2018,Documentary,7.7,154
tt9694682,2020,Thriller,3.6,127
tt9695156,2018,Drama,7.9,636
tt9695390,2019,Documentary,4.2,17
tt9695524,2023,Horror,5.9,17
tt9695722,2020,Action,4.7,7262
tt9697214,2020,Documentary,6.8,37
tt9697340,2019,Sci-Fi,3.5,115
tt9697930,2019,Comedy,5.3,12
tt9698044,2019,Fantasy,5.6,96
tt9698086,2018,Documentary,6.6,6
tt9699620,2020,Romance,6.1,1038
tt9701382,2017,Documentary,7.7,14
tt9702850,2018,Drama,6.1,13
tt9704488,2017,Romance,4.2,11
tt9707456,2022,Crime,4.0,368
tt9708284,2019,Comedy,4.5,62
tt9711018,2025,Drama,6.6,11
tt9712038,2012,Documentary,7.1,10
tt9712262,2021,Romance,7.7,6
tt9713418,2024,Action,5.3,842
tt9716252,2019,Comedy,5.1,13
tt9716342,2019,Comedy,4.4,119
tt9716438,2019,Drama,7.1,10
tt9716562,2021,Thriller,9.1,26
tt9719256,2022,Animation,5.1,659
tt9719864,2020,Animation,7.1,847
tt9722418,2025,Drama,8.1,57
tt9722640,2018,Drama,6.4,130
tt9723084,2018,Adventure,7.6,686
tt9723240,2019,Crime,6.6,377
tt9723642,2021,Thriller,2.0,227
tt9724114,2019,Fantasy,7.4,94
tt9724318,2019,Documentary,8.1,11
tt9724734,2019,Drama,5.9,80
tt9725262,2019,Action,5.4,10
tt9670480,2019,Action,6.3,2511
tt9680064,2019,Comedy,5.2,524
tt9685652,2019,Drama,1.2,380
tt9686790,2022,Comedy,5.5,41763
tt9691086,2019,Adventure,2.3,137
tt9695722,2020,Comedy,4.7,7262
tt9712262,2021,Drama,7.7,6
tt9723084,2018,Documentary,7.6,686
tt9725830,2019,Crime,5.6,1008
tt9726522,2018,Adventure,5.6,32
tt9729774,2017,Comedy,5.8,113
tt9731048,2019,Mystery,4.2,436
tt9731386,2022,Action,6.5,15738
tt9731534,2020,Mystery,6.4,75577
tt9731750,2019,Drama,9.7,9
tt9733060,2022,Comedy,6.1,20
tt9733094,2019,Comedy,6.1,891
tt9733886,2020,Fantasy,4.5,250
tt9735672,2019,Animation,6.9,1561
tt9735758,2019,Music,6.2,9500
tt9736978,2019,Thriller,7.2,25
tt9737258,2018,Action,5.3,37
tt9737568,2021,Drama,6.6,267
